,id,crystal_system,point_group
18469,mp-1228927,orthorhombic,mmm
18470,mp-1228929,orthorhombic,mm2
18471,mp-1228933,trigonal,-3m
18472,mp-1228935,tetragonal,-4
18473,mp-1228936,orthorhombic,mm2
18474,mp-1228937,orthorhombic,mm2
18475,mp-1228938,tetragonal,4/mmm
18476,mp-1228943,monoclinic,m
18477,mp-1228944,cubic,-43m
18478,mp-1228945,orthorhombic,222
18479,mp-1228947,trigonal,-3m
18480,mp-1228949,trigonal,-3m
18481,mp-1228950,tetragonal,-4
18482,mp-1228951,hexagonal,-6m2
18483,mp-1228952,orthorhombic,mmm
18484,mp-1228956,monoclinic,2/m
18485,mp-1228963,tetragonal,-4
18486,mp-1228967,hexagonal,-6m2
18487,mp-1228972,tetragonal,4/mmm
18488,mp-1228978,trigonal,3m
18489,mp-1228980,tetragonal,-4
18490,mp-1228983,orthorhombic,mm2
18491,mp-1228985,orthorhombic,mmm
18492,mp-1228991,orthorhombic,mm2
18493,mp-1228993,tetragonal,4/mmm
18494,mp-1228995,trigonal,3m
18495,mp-1229,monoclinic,2/m
18496,mp-1229000,trigonal,-3m
18497,mp-1229003,tetragonal,4/mmm
18498,mp-1229005,tetragonal,4/mmm
18499,mp-1229006,tetragonal,4/mmm
18500,mp-1229007,tetragonal,4/mmm
18501,mp-1229008,tetragonal,4/mmm
18502,mp-1229010,tetragonal,4/mmm
18503,mp-1229011,trigonal,-3m
18504,mp-1229012,trigonal,-3m
18505,mp-1229015,trigonal,-3m
18506,mp-1229019,trigonal,-3m
18507,mp-1229025,tetragonal,4/mmm
18508,mp-1229027,tetragonal,-4
18509,mp-1229030,orthorhombic,mm2
18510,mp-1229031,trigonal,3m
18511,mp-1229032,trigonal,-3m
18512,mp-1229033,orthorhombic,222
18513,mp-1229036,orthorhombic,mm2
18514,mp-1229038,monoclinic,2
18515,mp-1229041,tetragonal,4/mmm
18516,mp-1229046,tetragonal,-4
18517,mp-1229055,monoclinic,2/m
18518,mp-1229064,orthorhombic,mm2
18519,mp-1229065,orthorhombic,222
18520,mp-1229076,trigonal,3m
18521,mp-1229077,tetragonal,-4
18522,mp-1229081,tetragonal,4/mmm
18523,mp-1229083,tetragonal,4/mmm
18524,mp-1229085,tetragonal,4/mmm
18525,mp-1229087,tetragonal,4/mmm
18526,mp-1229089,tetragonal,4/mmm
18527,mp-1229090,cubic,m-3m
18528,mp-1229092,trigonal,-3m
18529,mp-1229093,trigonal,-3m
18530,mp-1229100,tetragonal,4/mmm
18531,mp-1229101,tetragonal,4/mmm
18532,mp-1229102,tetragonal,4/mmm
18533,mp-1229103,monoclinic,2
18534,mp-1229105,hexagonal,-6m2
18535,mp-1229107,hexagonal,-6m2
18536,mp-1229108,hexagonal,-6m2
18537,mp-1229109,tetragonal,4mm
18538,mp-1229111,hexagonal,-6m2
18539,mp-1229113,orthorhombic,mm2
18540,mp-1229116,monoclinic,m
18541,mp-1229118,orthorhombic,mm2
18542,mp-1229120,tetragonal,-42m
18543,mp-1229121,orthorhombic,mm2
18544,mp-1229122,tetragonal,-42m
18545,mp-1229123,hexagonal,-6m2
18546,mp-1229125,tetragonal,-42m
18547,mp-1229127,tetragonal,-42m
18548,mp-1229130,orthorhombic,mm2
18549,mp-1229134,orthorhombic,mm2
18550,mp-1229140,trigonal,3m
18551,mp-1229172,monoclinic,2
18552,mp-123,hexagonal,6/mmm
18553,mp-1231,cubic,m-3m
18554,mp-12317,trigonal,-3m
18555,mp-1232,cubic,m-3m
18556,mp-1232036,tetragonal,4/mmm
18557,mp-1232038,orthorhombic,mm2
18558,mp-1232117,tetragonal,4/mmm
18559,mp-1232178,cubic,m-3m
18560,mp-1232213,orthorhombic,mmm
18561,mp-1232214,tetragonal,4/mmm
18562,mp-1232216,tetragonal,4/mmm
18563,mp-1232230,tetragonal,4/mmm
18564,mp-1232234,cubic,m-3m
18565,mp-1232235,cubic,m-3m
18566,mp-1232236,hexagonal,6mm
18567,mp-1232237,tetragonal,4/mmm
18568,mp-1232239,tetragonal,4/mmm
18569,mp-1232267,cubic,m-3m
18570,mp-1232268,monoclinic,2/m
18571,mp-1232269,cubic,m-3m
18572,mp-1232271,tetragonal,4/mmm
18573,mp-1232273,tetragonal,4/mmm
18574,mp-1232292,trigonal,-3m
18575,mp-1232293,trigonal,-3m
18576,mp-1232297,tetragonal,4/mmm
18577,mp-1232303,cubic,m-3m
18578,mp-1232306,cubic,m-3m
18579,mp-1232310,cubic,m-3m
18580,mp-1232312,tetragonal,4/mmm
18581,mp-1232313,cubic,m-3m
18582,mp-1232314,cubic,m-3m
18583,mp-1232316,tetragonal,4/mmm
18584,mp-1232320,tetragonal,4/mmm
18585,mp-1232321,tetragonal,4/mmm
18586,mp-1232323,tetragonal,4/mmm
18587,mp-1232324,tetragonal,4/mmm
18588,mp-1232325,tetragonal,4mm
18589,mp-1232326,tetragonal,4/mmm
18590,mp-1232329,tetragonal,4/mmm
18591,mp-1232330,tetragonal,4/mmm
18592,mp-1232332,tetragonal,-4
18593,mp-1232333,tetragonal,-42m
18594,mp-1232335,,
18595,mp-1232336,tetragonal,-42m
18596,mp-1232337,tetragonal,4/mmm
18597,mp-1232341,,
18598,mp-1232344,trigonal,3m
18599,mp-1232348,,
18600,mp-1232369,tetragonal,-42m
18601,mp-1232372,hexagonal,6/mmm
18602,mp-1232373,cubic,-43m
18603,mp-1232375,hexagonal,6/mmm
18604,mp-1232377,hexagonal,6/mmm
18605,mp-1232378,monoclinic,m
18606,mp-1232379,hexagonal,6/mmm
18607,mp-1232380,tetragonal,-42m
18608,mp-1232381,monoclinic,m
18609,mp-1232384,hexagonal,6/mmm
18610,mp-1232389,monoclinic,m
18611,mp-1232396,trigonal,-3m
18612,mp-1232397,tetragonal,-42m
18613,mp-1232418,tetragonal,4/mmm
18614,mp-1232420,cubic,m-3m
18615,mp-1232422,cubic,m-3m
18616,mp-1232423,cubic,m-3m
18617,mp-1232424,cubic,m-3m
18618,mp-1232425,cubic,m-3m
18619,mp-12325,hexagonal,6/mmm
18620,mp-1233009,orthorhombic,mmm
18621,mp-12335,trigonal,-3m
18622,mp-1234,cubic,m-3m
18623,mp-1235,tetragonal,4/mmm
18624,mp-1235059,monoclinic,m
18625,mp-12351,orthorhombic,mmm
18626,mp-1235708,triclinic,1
18627,mp-1235796,monoclinic,2
18628,mp-1235877,monoclinic,2/m
18629,mp-12359,tetragonal,4/mmm
18630,mp-1236,cubic,m-3m
18631,mp-12360,trigonal,-3m
18632,mp-1236187,tetragonal,4/mmm
18633,mp-1236246,trigonal,3m
18634,mp-1237086,triclinic,1
18635,mp-1237264,trigonal,3m
18636,mp-1237266,orthorhombic,mmm
18637,mp-1237274,hexagonal,-6m2
18638,mp-12374,hexagonal,-6m2
18639,mp-1237572,monoclinic,2/m
18640,mp-1237584,monoclinic,2/m
18641,mp-1237627,orthorhombic,mmm
18642,mp-1237637,tetragonal,4mm
18643,mp-1237667,monoclinic,2/m
18644,mp-1237669,trigonal,32
18645,mp-1237723,monoclinic,m
18646,mp-1237751,orthorhombic,mm2
18647,mp-12378,hexagonal,-6m2
18648,mp-1237804,monoclinic,2/m
18649,mp-1237811,orthorhombic,mmm
18650,mp-1238084,orthorhombic,mm2
18651,mp-12381,hexagonal,-6m2
18652,mp-12382,orthorhombic,mmm
18653,mp-1238498,orthorhombic,mmm
18654,mp-1238773,trigonal,3m
18655,mp-1238775,hexagonal,6/mmm
18656,mp-1238776,hexagonal,6/mmm
18657,mp-1238777,tetragonal,4/mmm
18658,mp-1238784,monoclinic,2/m
18659,mp-1238787,tetragonal,4/mmm
18660,mp-1238791,monoclinic,2/m
18661,mp-1238792,trigonal,-3m
18662,mp-1238793,cubic,m-3m
18663,mp-1238795,monoclinic,2/m
18664,mp-1238797,trigonal,-3m
18665,mp-12388,hexagonal,-6m2
18666,mp-1238800,hexagonal,6/mmm
18667,mp-1238808,triclinic,-1
18668,mp-1238813,monoclinic,2/m
18669,mp-1238814,cubic,-43m
18670,mp-1238818,trigonal,-3m
18671,mp-1238819,monoclinic,m
18672,mp-1238820,hexagonal,6/mmm
18673,mp-1238821,cubic,m-3m
18674,mp-1238828,monoclinic,m
18675,mp-1238831,monoclinic,2/m
18676,mp-1238832,hexagonal,6/m
18677,mp-1238834,hexagonal,6mm
18678,mp-1238842,tetragonal,4/mmm
18679,mp-1238845,monoclinic,2/m
18680,mp-1238847,monoclinic,2/m
18681,mp-1238849,hexagonal,6/mmm
18682,mp-1238855,monoclinic,2/m
18683,mp-1238866,hexagonal,6/mmm
18684,mp-1238872,trigonal,-3m
18685,mp-1238875,monoclinic,m
18686,mp-1238878,monoclinic,2/m
18687,mp-1238890,monoclinic,2/m
18688,mp-1238894,monoclinic,2/m
18689,mp-1238899,cubic,-43m
18690,mp-1238960,monoclinic,m
18691,mp-1238961,monoclinic,2/m
18692,mp-1239018,orthorhombic,mmm
18693,mp-1239022,monoclinic,2/m
18694,mp-1239060,tetragonal,4mm
18695,mp-1239122,monoclinic,m
18696,mp-1239136,monoclinic,m
18697,mp-1239142,tetragonal,-42m
18698,mp-1239169,monoclinic,2/m
18699,mp-1239170,cubic,m-3m
18700,mp-1239183,triclinic,1
18701,mp-1239192,cubic,m-3m
18702,mp-1239193,cubic,4/mmm
18703,mp-1239196,tetragonal,4/mmm
18704,mp-1239203,monoclinic,m
18705,mp-1239262,monoclinic,2/m
18706,mp-124,cubic,m-3m
18707,mp-1240,cubic,m-3m
18708,mp-1241,hexagonal,6/mmm
18709,mp-12411,cubic,-43m
18710,mp-12433,hexagonal,6mm
18711,mp-12442,trigonal,-3m
18712,mp-12444,tetragonal,4/mmm
18713,mp-1244768,triclinic,1
18714,mp-1245,trigonal,-3m
18715,mp-1245401,trigonal,3m
18716,mp-1245404,monoclinic,2/m
18717,mp-1245429,tetragonal,4/mmm
18718,mp-1245437,trigonal,-3m
18719,mp-1245446,hexagonal,6mm
18720,mp-1245449,tetragonal,4/mmm
18721,mp-1245466,tetragonal,4/mmm
18722,mp-1245477,trigonal,-3m
18723,mp-1245486,tetragonal,-42m
18724,mp-1245502,trigonal,-3m
18725,mp-1245503,monoclinic,2/m
18726,mp-1245506,hexagonal,-6m2
18727,mp-1245507,hexagonal,6/mmm
18728,mp-1245515,monoclinic,2/m
18729,mp-1245519,hexagonal,6/mmm
18730,mp-1245522,hexagonal,6/mmm
18731,mp-1245523,tetragonal,4/mmm
18732,mp-1245524,tetragonal,4/mmm
18733,mp-1245526,tetragonal,-42m
18734,mp-1245527,tetragonal,-42m
18735,mp-1245529,tetragonal,-42m
18736,mp-1245533,orthorhombic,mmm
18737,mp-1245534,cubic,m-3m
18738,mp-1245538,tetragonal,-42m
18739,mp-1245544,monoclinic,2/m
18740,mp-1245547,tetragonal,4/mmm
18741,mp-1245549,monoclinic,2/m
18742,mp-1245551,orthorhombic,mmm
18743,mp-1245555,tetragonal,-42m
18744,mp-1245558,orthorhombic,mm2
18745,mp-1245560,monoclinic,2/m
18746,mp-1245562,tetragonal,-42m
18747,mp-1245564,trigonal,3m
18748,mp-1245566,tetragonal,-42m
18749,mp-1245567,trigonal,-3m
18750,mp-1245568,hexagonal,-6m2
18751,mp-1245569,monoclinic,m
18752,mp-1245571,monoclinic,m
18753,mp-1245574,tetragonal,4/mmm
18754,mp-1245578,hexagonal,-6m2
18755,mp-1245579,hexagonal,-6m2
18756,mp-1245582,tetragonal,4/mmm
18757,mp-1245584,tetragonal,4/mmm
18758,mp-1245585,monoclinic,2/m
18759,mp-1245588,orthorhombic,mm2
18760,mp-1245589,trigonal,-3m
18761,mp-1245591,trigonal,3m
18762,mp-1245592,hexagonal,6mm
18763,mp-1245595,orthorhombic,mmm
18764,mp-1245596,hexagonal,-6m2
18765,mp-1245597,trigonal,-3m
18766,mp-1245601,hexagonal,6mm
18767,mp-1245605,hexagonal,6/mmm
18768,mp-1245611,trigonal,-3m
18769,mp-1245615,tetragonal,4/mmm
18770,mp-1245622,hexagonal,-6m2
18771,mp-1245625,trigonal,-3m
18772,mp-1245628,tetragonal,-42m
18773,mp-1245631,tetragonal,-42m
18774,mp-1245632,orthorhombic,mmm
18775,mp-1245636,orthorhombic,mmm
18776,mp-1245639,monoclinic,m
18777,mp-1245645,hexagonal,6mm
18778,mp-1245646,trigonal,-3m
18779,mp-1245648,hexagonal,-6m2
18780,mp-1245650,trigonal,-3m
18781,mp-1245651,tetragonal,4/mmm
18782,mp-1245655,tetragonal,4/mmm
18783,mp-1245656,orthorhombic,mmm
18784,mp-1245659,trigonal,3m
18785,mp-1245663,hexagonal,-6m2
18786,mp-1245664,orthorhombic,mmm
18787,mp-1245665,hexagonal,-6m2
18788,mp-1245668,trigonal,-3m
18789,mp-1245674,hexagonal,6mm
18790,mp-1245676,hexagonal,-6m2
18791,mp-1245679,orthorhombic,mm2
18792,mp-1245680,orthorhombic,mmm
18793,mp-1245700,monoclinic,2/m
18794,mp-1245706,hexagonal,6/mmm
18795,mp-1245707,tetragonal,4/mmm
18796,mp-1245720,trigonal,-3m
18797,mp-1245728,trigonal,-3m
18798,mp-1245731,hexagonal,6/mmm
18799,mp-1245735,orthorhombic,mm2
18800,mp-1245737,orthorhombic,mm2
18801,mp-1245739,hexagonal,6/mmm
18802,mp-1245745,trigonal,-3m
18803,mp-1245746,trigonal,-3m
18804,mp-1245750,monoclinic,m
18805,mp-1245754,trigonal,3m
18806,mp-1245759,trigonal,-3m
18807,mp-1245760,tetragonal,4/mmm
18808,mp-1245762,trigonal,-3m
18809,mp-1245773,orthorhombic,mmm
18810,mp-1245774,hexagonal,6mm
18811,mp-1245779,hexagonal,6/mmm
18812,mp-1245782,trigonal,-3m
18813,mp-1245787,trigonal,-3m
18814,mp-1245795,monoclinic,m
18815,mp-1245796,trigonal,-3m
18816,mp-1245797,tetragonal,4/mmm
18817,mp-1245800,orthorhombic,mm2
18818,mp-1245803,hexagonal,6mm
18819,mp-1245806,orthorhombic,mmm
18820,mp-1245809,hexagonal,-6m2
18821,mp-1245811,tetragonal,4/mmm
18822,mp-1245812,hexagonal,-6m2
18823,mp-1245813,tetragonal,4/mmm
18824,mp-1245814,monoclinic,m
18825,mp-1245815,monoclinic,m
18826,mp-1245817,hexagonal,-6m2
18827,mp-1245821,monoclinic,m
18828,mp-1245825,orthorhombic,mm2
18829,mp-1245826,hexagonal,6mm
18830,mp-1245828,cubic,m-3m
18831,mp-1245836,hexagonal,-6m2
18832,mp-1245840,tetragonal,4/mmm
18833,mp-1245843,hexagonal,6/mmm
18834,mp-1245847,tetragonal,4/mmm
18835,mp-1245848,monoclinic,2/m
18836,mp-1245855,orthorhombic,mmm
18837,mp-1245856,tetragonal,-42m
18838,mp-1245858,trigonal,-3m
18839,mp-1245868,hexagonal,6/mmm
18840,mp-1245869,trigonal,-3m
18841,mp-1245872,monoclinic,2/m
18842,mp-1245873,trigonal,-3m
18843,mp-1245875,trigonal,3m
18844,mp-1245876,trigonal,-3m
18845,mp-1245877,monoclinic,2/m
18846,mp-1245878,tetragonal,4/mmm
18847,mp-1245879,trigonal,-3m
18848,mp-1245882,hexagonal,6/mmm
18849,mp-1245886,monoclinic,2/m
18850,mp-1245887,orthorhombic,mm2
18851,mp-1245888,trigonal,-3m
18852,mp-1245892,orthorhombic,mmm
18853,mp-1245894,hexagonal,-6m2
18854,mp-1245895,tetragonal,-42m
18855,mp-1245896,hexagonal,6mm
18856,mp-1245897,orthorhombic,mmm
18857,mp-1245901,hexagonal,6mm
18858,mp-1245906,hexagonal,6mm
18859,mp-1245910,hexagonal,6/mmm
18860,mp-1245913,trigonal,-3m
18861,mp-1245916,trigonal,-3m
18862,mp-1245917,trigonal,-3m
18863,mp-1245923,trigonal,-3m
18864,mp-1245927,trigonal,-3m
18865,mp-1245929,monoclinic,2/m
18866,mp-1245930,trigonal,-3m
18867,mp-1245931,orthorhombic,mmm
18868,mp-1245932,monoclinic,2/m
18869,mp-1245940,hexagonal,6mm
18870,mp-1245945,trigonal,-3m
18871,mp-1245947,trigonal,-3m
18872,mp-1245951,orthorhombic,mmm
18873,mp-1245955,orthorhombic,mmm
18874,mp-1245970,tetragonal,-42m
18875,mp-1245983,hexagonal,6mm
18876,mp-1245984,hexagonal,-6m2
18877,mp-1245990,tetragonal,4/mmm
18878,mp-1246,cubic,-43m
18879,mp-1246000,tetragonal,-42m
18880,mp-1246002,orthorhombic,mm2
18881,mp-1246020,hexagonal,-6m2
18882,mp-1246034,tetragonal,4/mmm
18883,mp-1246038,tetragonal,4/mmm
18884,mp-1246039,trigonal,-3m
18885,mp-1246045,hexagonal,-6m2
18886,mp-1246047,monoclinic,2/m
18887,mp-1246050,hexagonal,6/mmm
18888,mp-1246066,tetragonal,4/mmm
18889,mp-1246084,trigonal,-3m
18890,mp-1246087,hexagonal,6mm
18891,mp-1246092,tetragonal,4/mmm
18892,mp-1246093,trigonal,3
18893,mp-1246102,tetragonal,4/mmm
18894,mp-1246112,trigonal,-3m
18895,mp-1246134,hexagonal,6/mmm
18896,mp-1246145,tetragonal,-42m
18897,mp-1246146,orthorhombic,mm2
18898,mp-1246150,trigonal,-3m
18899,mp-1246161,orthorhombic,mmm
18900,mp-1246166,trigonal,-3m
18901,mp-1246179,monoclinic,2/m
18902,mp-1246182,trigonal,-3m
18903,mp-1246183,monoclinic,2/m
18904,mp-1246187,monoclinic,2/m
18905,mp-1246192,tetragonal,4/mmm
18906,mp-1246217,hexagonal,6mm
18907,mp-1246218,orthorhombic,mm2
18908,mp-1246232,trigonal,-3m
18909,mp-1246237,hexagonal,6/mmm
18910,mp-1246256,trigonal,-3m
18911,mp-1246268,orthorhombic,mmm
18912,mp-1246274,orthorhombic,mm2
18913,mp-1246293,monoclinic,m
18914,mp-1246299,tetragonal,4/mmm
18915,mp-1246301,orthorhombic,mmm
18916,mp-1246308,hexagonal,-6m2
18917,mp-1246309,tetragonal,4/mmm
18918,mp-1246319,monoclinic,m
18919,mp-1246323,tetragonal,4/mmm
18920,mp-1246326,trigonal,-3m
18921,mp-1246330,tetragonal,4/mmm
18922,mp-1246337,hexagonal,6/mmm
18923,mp-1246338,monoclinic,2/m
18924,mp-1246351,trigonal,-3m
18925,mp-1246352,tetragonal,-42m
18926,mp-1246360,trigonal,-3m
18927,mp-1246373,hexagonal,6/mmm
18928,mp-1246377,hexagonal,6/mmm
18929,mp-1246435,monoclinic,2/m
18930,mp-1246439,trigonal,-3m
18931,mp-1246450,orthorhombic,mm2
18932,mp-1246454,monoclinic,2/m
18933,mp-1246457,tetragonal,4/mmm
18934,mp-1246458,trigonal,-3m
18935,mp-1246462,orthorhombic,mm2
18936,mp-1246467,trigonal,-3m
18937,mp-1246479,hexagonal,6/mmm
18938,mp-1246480,hexagonal,6/mmm
18939,mp-1246491,hexagonal,6/mmm
18940,mp-1246496,orthorhombic,mmm
18941,mp-1246497,trigonal,-3m
18942,mp-1246506,hexagonal,-6m2
18943,mp-1246508,monoclinic,2/m
18944,mp-1246511,trigonal,-3m
18945,mp-1246527,monoclinic,2/m
18946,mp-1246533,tetragonal,4/mmm
18947,mp-1246537,trigonal,-3m
18948,mp-1246548,monoclinic,2/m
18949,mp-1246570,trigonal,-3m
18950,mp-1246581,tetragonal,4/mmm
18951,mp-1246586,monoclinic,2/m
18952,mp-1246591,monoclinic,2/m
18953,mp-1246599,hexagonal,6mm
18954,mp-1246604,monoclinic,2/m
18955,mp-1246608,tetragonal,4/mmm
18956,mp-1246610,tetragonal,4/mmm
18957,mp-1246645,orthorhombic,mmm
18958,mp-1246647,trigonal,-3m
18959,mp-1246654,orthorhombic,mmm
18960,mp-1246674,orthorhombic,mm2
18961,mp-1246678,orthorhombic,mm2
18962,mp-1246688,tetragonal,4/mmm
18963,mp-1246693,orthorhombic,mm2
18964,mp-1246694,tetragonal,4/mmm
18965,mp-1246711,tetragonal,4/mmm
18966,mp-1246719,monoclinic,2/m
18967,mp-1246729,tetragonal,4/mmm
18968,mp-1246735,tetragonal,4/mmm
18969,mp-1246741,monoclinic,2/m
18970,mp-1246750,hexagonal,6mm
18971,mp-1246758,monoclinic,2/m
18972,mp-1246772,tetragonal,4/mmm
18973,mp-1246805,trigonal,-3m
18974,mp-1246809,hexagonal,6/mmm
18975,mp-1246811,hexagonal,6/mmm
18976,mp-1246812,tetragonal,4/mmm
18977,mp-1246819,trigonal,-3m
18978,mp-1246820,tetragonal,4/mmm
18979,mp-1246833,monoclinic,2/m
18980,mp-1246836,tetragonal,4/mmm
18981,mp-1246837,orthorhombic,mmm
18982,mp-1246842,monoclinic,2/m
18983,mp-1246843,monoclinic,m
18984,mp-1246872,tetragonal,-42m
18985,mp-1246881,trigonal,-3m
18986,mp-1246885,trigonal,-3m
18987,mp-12469,orthorhombic,mmm
18988,mp-1246900,cubic,m-3m
18989,mp-1246909,monoclinic,2/m
18990,mp-1246913,monoclinic,2/m
18991,mp-1246924,tetragonal,4/mmm
18992,mp-1246929,cubic,m-3m
18993,mp-1246933,orthorhombic,mmm
18994,mp-1246943,hexagonal,-6m2
18995,mp-1246947,monoclinic,2/m
18996,mp-1246948,orthorhombic,mm2
18997,mp-1246949,hexagonal,-6m2
18998,mp-1246952,tetragonal,4/mmm
18999,mp-1246960,trigonal,-3m
19000,mp-1246964,trigonal,-3m
19001,mp-1246976,orthorhombic,mmm
19002,mp-1247003,trigonal,3m
19003,mp-1247004,trigonal,-3m
19004,mp-1247042,tetragonal,4/mmm
19005,mp-1247049,monoclinic,m
19006,mp-1247051,trigonal,-3m
19007,mp-1247092,tetragonal,4/mmm
19008,mp-1247096,trigonal,-3m
19009,mp-1247117,cubic,m-3m
19010,mp-1247124,trigonal,-3m
19011,mp-1247145,tetragonal,-42m
19012,mp-1247154,trigonal,-3m
19013,mp-1247156,tetragonal,4/mmm
19014,mp-1247172,monoclinic,2/m
19015,mp-1247195,trigonal,-3m
19016,mp-1247213,monoclinic,2/m
19017,mp-1247261,trigonal,-3m
19018,mp-1247265,trigonal,-3m
19019,mp-1247280,orthorhombic,mmm
19020,mp-1247299,tetragonal,4/mmm
19021,mp-1247300,tetragonal,4/mmm
19022,mp-1247326,trigonal,-3m
19023,mp-1247334,tetragonal,4/mmm
19024,mp-1247335,monoclinic,2/m
19025,mp-1247340,trigonal,-3m
19026,mp-1247362,hexagonal,6/mmm
19027,mp-1247370,orthorhombic,mmm
19028,mp-1247374,trigonal,-3m
19029,mp-1247376,tetragonal,4/mmm
19030,mp-1247377,tetragonal,-42m
19031,mp-1247379,hexagonal,6/mmm
19032,mp-1247380,trigonal,-3m
19033,mp-1247390,trigonal,-3m
19034,mp-1247391,orthorhombic,mm2
19035,mp-1247399,orthorhombic,mmm
19036,mp-1247409,trigonal,-3m
19037,mp-1247413,trigonal,-3m
19038,mp-1247418,trigonal,-3m
19039,mp-1247441,trigonal,-3m
19040,mp-1247445,trigonal,-3m
19041,mp-1247448,monoclinic,2/m
19042,mp-1247450,tetragonal,4/mmm
19043,mp-1247463,monoclinic,2/m
19044,mp-1247467,tetragonal,4/mmm
19045,mp-1247477,trigonal,-3m
19046,mp-1247483,tetragonal,4/mmm
19047,mp-1247488,tetragonal,4/mmm
19048,mp-1247500,tetragonal,4/mmm
19049,mp-1247516,tetragonal,4/mmm
19050,mp-1247523,tetragonal,4/mmm
19051,mp-1247526,trigonal,-3m
19052,mp-1247530,tetragonal,4/mmm
19053,mp-1247534,monoclinic,2/m
19054,mp-1247539,tetragonal,4/mmm
19055,mp-1247540,hexagonal,6/mmm
19056,mp-1247546,trigonal,-3m
19057,mp-1247552,trigonal,-3m
19058,mp-1247556,trigonal,3m
19059,mp-1247558,trigonal,3m
19060,mp-1247730,orthorhombic,mmm
19061,mp-1247751,trigonal,3
19062,mp-1247753,cubic,m-3m
19063,mp-1247756,tetragonal,4/mmm
19064,mp-1247757,orthorhombic,mm2
19065,mp-1247784,trigonal,-3m
19066,mp-1247807,hexagonal,-6m2
19067,mp-1247808,orthorhombic,222
19068,mp-1247817,triclinic,1
19069,mp-1247827,monoclinic,2
19070,mp-1247836,monoclinic,m
19071,mp-1247874,triclinic,1
19072,mp-1247881,tetragonal,4/mmm
19073,mp-1247884,monoclinic,m
19074,mp-1248087,triclinic,-1
19075,mp-12481,hexagonal,6/mmm
19076,mp-1248348,orthorhombic,mmm
19077,mp-1248407,triclinic,-1
19078,mp-1248475,orthorhombic,mm2
19079,mp-1248522,orthorhombic,mmm
19080,mp-1248567,orthorhombic,mmm
19081,mp-1248716,orthorhombic,mmm
19082,mp-1248765,monoclinic,2/m
19083,mp-1249,tetragonal,4/mmm
19084,mp-1250,hexagonal,6/mmm
19085,mp-12505,hexagonal,6mm
19086,mp-12509,trigonal,-3m
19087,mp-1251,tetragonal,4/mmm
19088,mp-12510,hexagonal,-6m2
19089,mp-1251112,orthorhombic,mmm
19090,mp-1251148,triclinic,1
19091,mp-1251392,orthorhombic,mmm
19092,mp-12515,tetragonal,4/mmm
19093,mp-1251595,orthorhombic,mmm
19094,mp-12516,tetragonal,4/mmm
19095,mp-1251981,orthorhombic,mmm
19096,mp-1252,hexagonal,6/mmm
19097,mp-12520,hexagonal,6/mmm
19098,mp-1252369,tetragonal,4/mmm
19099,mp-12524,hexagonal,622
19100,mp-12527,trigonal,-3m
19101,mp-1252764,triclinic,1
19102,mp-1253,cubic,m-3m
19103,mp-1253073,orthorhombic,mmm
19104,mp-12531,trigonal,-3m
19105,mp-12532,tetragonal,-42m
19106,mp-1253219,trigonal,-3m
19107,mp-1253491,tetragonal,4mm
19108,mp-1253501,tetragonal,4mm
19109,mp-12537,hexagonal,6/mmm
19110,mp-1254,cubic,m-3m
19111,mp-1254289,orthorhombic,mmm
19112,mp-12546,orthorhombic,mmm
19113,mp-12550,tetragonal,4/mmm
19114,mp-12553,hexagonal,6/mmm
19115,mp-12557,hexagonal,6/mmm
19116,mp-1255731,orthorhombic,mmm
19117,mp-12558,cubic,-43m
19118,mp-1255847,tetragonal,4/mmm
19119,mp-12559,cubic,m-3m
19120,mp-1256,hexagonal,6/mmm
19121,mp-12561,monoclinic,2/m
19122,mp-12563,hexagonal,6mm
19123,mp-12564,cubic,-43m
19124,mp-12565,tetragonal,4/m
19125,mp-1256664,orthorhombic,mmm
19126,mp-12571,hexagonal,6/mmm
19127,mp-12572,cubic,m-3m
19128,mp-12574,trigonal,-3m
19129,mp-12580,cubic,m-3m
19130,mp-12581,tetragonal,4/mmm
19131,mp-1258362,tetragonal,4/mmm
19132,mp-12585,cubic,m-3m
19133,mp-12586,cubic,m-3m
19134,mp-1258701,orthorhombic,mmm
19135,mp-1259,cubic,m-3m
19136,mp-12593,cubic,m-3m
19137,mp-12594,cubic,m-3m
19138,mp-12595,orthorhombic,mmm
19139,mp-12597,tetragonal,4/mmm
19140,mp-12598,cubic,m-3m
19141,mp-1259896,orthorhombic,mmm
19142,mp-12599,cubic,m-3m
19143,mp-126,cubic,m-3m
19144,mp-1260,hexagonal,6/mmm
19145,mp-12600,hexagonal,6/mmm
19146,mp-12602,hexagonal,6/mmm
19147,mp-12603,cubic,-43m
19148,mp-12605,tetragonal,4/mmm
19149,mp-12607,orthorhombic,mmm
19150,mp-12608,cubic,m-3m
19151,mp-12609,cubic,m-3m
19152,mp-1261,cubic,m-3m
19153,mp-1261437,monoclinic,m
19154,mp-1261855,orthorhombic,mmm
19155,mp-12620,tetragonal,4/mmm
19156,mp-1262038,orthorhombic,mmm
19157,mp-12621,tetragonal,4/mmm
19158,mp-1262353,monoclinic,2/m
19159,mp-1262600,orthorhombic,mmm
19160,mp-12628,cubic,m-3m
19161,mp-1262938,orthorhombic,mmm
19162,mp-12631,cubic,m-3m
19163,mp-1263325,orthorhombic,mmm
19164,mp-12635,tetragonal,4/m
19165,mp-12636,orthorhombic,mmm
